date,product,region,channel,units_sold,revenue,CAC
2024-01-03,Nutrain Banana Oats,Bangalore,Instagram,7,1190,325.35785714285714
2024-01-03,Nutrain Banana Oats,Bangalore,Google,7,1190,825.3245454545454
2024-01-03,Nutrain Banana Oats,Bangalore,Influencers,4,680,965.0783333333334
2024-01-03,Nutrain Banana Oats,Mumbai,Instagram,5,850,325.35785714285714
2024-01-03,Nutrain Banana Oats,Mumbai,Google,4,680,825.3245454545454
2024-01-03,Nutrain Banana Oats,Mumbai,Influencers,2,340,965.0783333333334
2024-01-03,Nutrain Banana Oats,Delhi,Instagram,8,1360,325.35785714285714
2024-01-03,Nutrain Banana Oats,Delhi,Google,3,510,825.3245454545454
2024-01-03,Nutrain Banana Oats,Delhi,Influencers,1,170,965.0783333333334
2024-01-03,Nutrain Banana Oats,Chennai,Instagram,6,1020,325.35785714285714
2024-01-03,Nutrain Banana Oats,Chennai,Google,4,680,825.3245454545454
2024-01-03,Nutrain Banana Oats,Chennai,Influencers,3,510,965.0783333333334
2024-01-04,Nutrain Vanilla,Bangalore,Instagram,4,720,256.9770588235294
2024-01-04,Nutrain Vanilla,Bangalore,Google,12,2160,462.2623076923077
2024-01-04,Nutrain Vanilla,Bangalore,Influencers,5,900,404.18
2024-01-04,Nutrain Vanilla,Mumbai,Instagram,18,3240,256.9770588235294
2024-01-04,Nutrain Vanilla,Mumbai,Google,10,1800,462.2623076923077
2024-01-04,Nutrain Vanilla,Mumbai,Influencers,6,1080,404.18
2024-01-04,Nutrain Vanilla,Delhi,Instagram,12,2160,256.9770588235294
2024-01-04,Nutrain Vanilla,Delhi,Google,7,1260,462.2623076923077
2024-01-04,Nutrain Vanilla,Delhi,Influencers,5,900,404.18
2024-01-04,Nutrain Vanilla,Chennai,Instagram,11,1980,256.9770588235294
2024-01-04,Nutrain Vanilla,Chennai,Google,10,1800,462.2623076923077
2024-01-04,Nutrain Vanilla,Chennai,Influencers,4,720,404.18
2024-01-04,Nutrain Choco Coffee,Bangalore,Instagram,13,2470,256.9770588235294
2024-01-04,Nutrain Choco Coffee,Bangalore,Google,4,760,462.2623076923077
2024-01-04,Nutrain Choco Coffee,Bangalore,Influencers,5,950,404.18
2024-01-04,Nutrain Choco Coffee,Mumbai,Instagram,4,760,256.9770588235294
2024-01-04,Nutrain Choco Coffee,Mumbai,Google,9,1710,462.2623076923077
2024-01-04,Nutrain Choco Coffee,Mumbai,Influencers,4,760,404.18
2024-01-04,Nutrain Choco Coffee,Delhi,Instagram,6,1140,256.9770588235294
2024-01-04,Nutrain Choco Coffee,Delhi,Google,9,1710,462.2623076923077
2024-01-04,Nutrain Choco Coffee,Delhi,Influencers,2,380,404.18
2024-01-04,Nutrain Choco Coffee,Chennai,Instagram,9,1710,256.9770588235294
2024-01-04,Nutrain Choco Coffee,Chennai,Google,6,1140,462.2623076923077
2024-01-04,Nutrain Choco Coffee,Chennai,Influencers,6,1140,404.18
2024-01-04,Nutrain Banana Oats,Bangalore,Instagram,3,510,256.9770588235294
2024-01-04,Nutrain Banana Oats,Bangalore,Google,5,850,462.2623076923077
2024-01-04,Nutrain Banana Oats,Bangalore,Influencers,5,850,404.18
2024-01-04,Nutrain Banana Oats,Mumbai,Instagram,10,1700,256.9770588235294
2024-01-04,Nutrain Banana Oats,Mumbai,Google,7,1190,462.2623076923077
2024-01-04,Nutrain Banana Oats,Mumbai,Influencers,2,340,404.18
2024-01-04,Nutrain Banana Oats,Delhi,Instagram,3,510,256.9770588235294
2024-01-04,Nutrain Banana Oats,Delhi,Google,3,510,462.2623076923077
2024-01-04,Nutrain Banana Oats,Delhi,Influencers,2,340,404.18
2024-01-04,Nutrain Banana Oats,Chennai,Instagram,5,850,256.9770588235294
2024-01-04,Nutrain Banana Oats,Chennai,Google,5,850,462.2623076923077
2024-01-04,Nutrain Banana Oats,Chennai,Influencers,1,170,404.18
2024-01-05,Nutrain Vanilla,Bangalore,Instagram,13,2340,180.7355
2024-01-05,Nutrain Vanilla,Bangalore,Google,14,2520,502.67466666666667
2024-01-05,Nutrain Vanilla,Bangalore,Influencers,5,900,599.9116666666666
2024-01-05,Nutrain Vanilla,Mumbai,Instagram,9,1620,180.7355
2024-01-05,Nutrain Vanilla,Mumbai,Google,12,2160,502.67466666666667
2024-01-05,Nutrain Vanilla,Mumbai,Influencers,6,1080,599.9116666666666
2024-01-05,Nutrain Vanilla,Delhi,Instagram,13,2340,180.7355
2024-01-05,Nutrain Vanilla,Delhi,Google,16,2880,502.67466666666667
2024-01-05,Nutrain Vanilla,Delhi,Influencers,5,900,599.9116666666666
2024-01-05,Nutrain Vanilla,Chennai,Instagram,13,2340,180.7355
2024-01-05,Nutrain Vanilla,Chennai,Google,10,1800,502.67466666666667
2024-01-05,Nutrain Vanilla,Chennai,Influencers,6,1080,599.9116666666666
2024-01-05,Nutrain Choco Coffee,Bangalore,Instagram,8,1520,180.7355
2024-01-05,Nutrain Choco Coffee,Bangalore,Google,14,2660,502.67466666666667
2024-01-05,Nutrain Choco Coffee,Bangalore,Influencers,4,760,599.9116666666666
2024-01-05,Nutrain Choco Coffee,Mumbai,Instagram,8,1520,180.7355
2024-01-05,Nutrain Choco Coffee,Mumbai,Google,10,1900,502.67466666666667
2024-01-05,Nutrain Choco Coffee,Mumbai,Influencers,10,1900,599.9116666666666
2024-01-05,Nutrain Choco Coffee,Delhi,Instagram,10,1900,180.7355
2024-01-05,Nutrain Choco Coffee,Delhi,Google,13,2470,502.67466666666667
2024-01-05,Nutrain Choco Coffee,Delhi,Influencers,6,1140,599.9116666666666
2024-01-05,Nutrain Choco Coffee,Chennai,Instagram,10,1900,180.7355
2024-01-05,Nutrain Choco Coffee,Chennai,Google,5,950,502.67466666666667
2024-01-05,Nutrain Choco Coffee,Chennai,Influencers,4,760,599.9116666666666
2024-01-05,Nutrain Banana Oats,Bangalore,Instagram,5,850,180.7355
2024-01-05,Nutrain Banana Oats,Bangalore,Google,4,680,502.67466666666667
2024-01-05,Nutrain Banana Oats,Bangalore,Influencers,4,680,599.9116666666666
2024-01-05,Nutrain Banana Oats,Mumbai,Instagram,5,850,180.7355
2024-01-05,Nutrain Banana Oats,Mumbai,Google,7,1190,502.67466666666667
2024-01-05,Nutrain Banana Oats,Mumbai,Influencers,6,1020,599.9116666666666
2024-01-05,Nutrain Banana Oats,Delhi,Instagram,6,1020,180.7355
2024-01-05,Nutrain Banana Oats,Delhi,Google,2,340,502.67466666666667
2024-01-05,Nutrain Banana Oats,Delhi,Influencers,3,510,599.9116666666666
2024-01-05,Nutrain Banana Oats,Chennai,Instagram,7,1190,180.7355
2024-01-05,Nutrain Banana Oats,Chennai,Google,6,1020,502.67466666666667
2024-01-05,Nutrain Banana Oats,Chennai,Influencers,3,510,599.9116666666666
2024-01-06,Nutrain Vanilla,Bangalore,Instagram,8,1440,269.1455555555556
2024-01-06,Nutrain Vanilla,Bangalore,Google,14,2520,843.8163636363636
2024-01-06,Nutrain Vanilla,Bangalore,Influencers,12,2160,763.047
2024-01-06,Nutrain Vanilla,Mumbai,Instagram,13,2340,269.1455555555556
2024-01-06,Nutrain Vanilla,Mumbai,Google,13,2340,843.8163636363636
2024-01-06,Nutrain Vanilla,Mumbai,Influencers,7,1260,763.047
2024-01-06,Nutrain Vanilla,Delhi,Instagram,14,2520,269.1455555555556
2024-01-06,Nutrain Vanilla,Delhi,Google,11,1980,843.8163636363636
2024-01-06,Nutrain Vanilla,Delhi,Influencers,8,1440,763.047
2024-01-06,Nutrain Vanilla,Chennai,Instagram,10,1800,269.1455555555556
2024-01-06,Nutrain Vanilla,Chennai,Google,9,1620,843.8163636363636
2024-01-06,Nutrain Vanilla,Chennai,Influencers,9,1620,763.047
2024-01-06,Nutrain Choco Coffee,Bangalore,Instagram,16,3040,269.1455555555556
2024-01-06,Nutrain Choco Coffee,Bangalore,Google,7,1330,843.8163636363636
2024-01-06,Nutrain Choco Coffee,Bangalore,Influencers,12,2280,763.047
2024-01-06,Nutrain Choco Coffee,Mumbai,Instagram,8,1520,269.1455555555556
2024-01-06,Nutrain Choco Coffee,Mumbai,Google,11,2090,843.8163636363636
2024-01-06,Nutrain Choco Coffee,Mumbai,Influencers,8,1520,763.047
2024-01-06,Nutrain Choco Coffee,Delhi,Instagram,12,2280,269.1455555555556
2024-01-06,Nutrain Choco Coffee,Delhi,Google,6,1140,843.8163636363636
2024-01-06,Nutrain Choco Coffee,Delhi,Influencers,7,1330,763.047
2024-01-06,Nutrain Choco Coffee,Chennai,Instagram,4,760,269.1455555555556
2024-01-06,Nutrain Choco Coffee,Chennai,Google,10,1900,843.8163636363636
2024-01-06,Nutrain Choco Coffee,Chennai,Influencers,2,380,763.047
2024-01-06,Nutrain Banana Oats,Bangalore,Instagram,12,2040,269.1455555555556
2024-01-06,Nutrain Banana Oats,Bangalore,Google,10,1700,843.8163636363636
2024-01-06,Nutrain Banana Oats,Bangalore,Influencers,6,1020,763.047
2024-01-06,Nutrain Banana Oats,Mumbai,Instagram,6,1020,269.1455555555556
2024-01-06,Nutrain Banana Oats,Mumbai,Google,6,1020,843.8163636363636
2024-01-06,Nutrain Banana Oats,Mumbai,Influencers,1,170,763.047
2024-01-06,Nutrain Banana Oats,Delhi,Instagram,10,1700,269.1455555555556
2024-01-06,Nutrain Banana Oats,Delhi,Google,5,850,843.8163636363636
2024-01-06,Nutrain Banana Oats,Delhi,Influencers,2,340,763.047
2024-01-06,Nutrain Banana Oats,Chennai,Instagram,5,850,269.1455555555556
2024-01-06,Nutrain Banana Oats,Chennai,Google,5,850,843.8163636363636
2024-01-06,Nutrain Banana Oats,Chennai,Influencers,0,0,763.047
2024-01-07,Nutrain Vanilla,Bangalore,Instagram,12,2160,385.6545454545454
2024-01-07,Nutrain Vanilla,Bangalore,Google,11,1980,360.8086666666667
2024-01-07,Nutrain Vanilla,Bangalore,Influencers,7,1260,407.981875
2024-01-07,Nutrain Vanilla,Mumbai,Instagram,14,2520,385.6545454545454
2024-01-07,Nutrain Vanilla,Mumbai,Google,13,2340,360.8086666666667
2024-01-07,Nutrain Vanilla,Mumbai,Influencers,7,1260,407.981875
2024-01-07,Nutrain Vanilla,Delhi,Instagram,12,2160,385.6545454545454
2024-01-07,Nutrain Vanilla,Delhi,Google,7,1260,360.8086666666667
2024-01-07,Nutrain Vanilla,Delhi,Influencers,7,1260,407.981875
2024-01-07,Nutrain Vanilla,Chennai,Instagram,6,1080,385.6545454545454
2024-01-07,Nutrain Vanilla,Chennai,Google,11,1980,360.8086666666667
2024-01-07,Nutrain Vanilla,Chennai,Influencers,3,540,407.981875
2024-01-07,Nutrain Choco Coffee,Bangalore,Instagram,6,1140,385.6545454545454
2024-01-07,Nutrain Choco Coffee,Bangalore,Google,4,760,360.8086666666667
2024-01-07,Nutrain Choco Coffee,Bangalore,Influencers,8,1520,407.981875
2024-01-07,Nutrain Choco Coffee,Mumbai,Instagram,11,2090,385.6545454545454
2024-01-07,Nutrain Choco Coffee,Mumbai,Google,15,2850,360.8086666666667
2024-01-07,Nutrain Choco Coffee,Mumbai,Influencers,8,1520,407.981875
2024-01-07,Nutrain Choco Coffee,Delhi,Instagram,4,760,385.6545454545454
2024-01-07,Nutrain Choco Coffee,Delhi,Google,3,570,360.8086666666667
2024-01-07,Nutrain Choco Coffee,Delhi,Influencers,4,760,407.981875
2024-01-07,Nutrain Choco Coffee,Chennai,Instagram,3,570,385.6545454545454
2024-01-07,Nutrain Choco Coffee,Chennai,Google,10,1900,360.8086666666667
2024-01-07,Nutrain Choco Coffee,Chennai,Influencers,4,760,407.981875
2024-01-07,Nutrain Banana Oats,Bangalore,Instagram,6,1020,385.6545454545454
2024-01-07,Nutrain Banana Oats,Bangalore,Google,4,680,360.8086666666667
2024-01-07,Nutrain Banana Oats,Bangalore,Influencers,5,850,407.981875
2024-01-07,Nutrain Banana Oats,Mumbai,Instagram,6,1020,385.6545454545454
2024-01-07,Nutrain Banana Oats,Mumbai,Google,2,340,360.8086666666667
2024-01-07,Nutrain Banana Oats,Mumbai,Influencers,3,510,407.981875
2024-01-07,Nutrain Banana Oats,Delhi,Instagram,7,1190,385.6545454545454
2024-01-07,Nutrain Banana Oats,Delhi,Google,4,680,360.8086666666667
2024-01-07,Nutrain Banana Oats,Delhi,Influencers,4,680,407.981875
2024-01-07,Nutrain Banana Oats,Chennai,Instagram,6,1020,385.6545454545454
2024-01-07,Nutrain Banana Oats,Chennai,Google,3,510,360.8086666666667
2024-01-07,Nutrain Banana Oats,Chennai,Influencers,2,340,407.981875
2024-01-08,Nutrain Vanilla,Bangalore,Instagram,5,900,241.619
2024-01-08,Nutrain Vanilla,Bangalore,Google,9,1620,550.6127777777779
2024-01-08,Nutrain Vanilla,Bangalore,Influencers,12,2160,478.3016666666667
2024-01-08,Nutrain Vanilla,Mumbai,Instagram,19,3420,241.619
2024-01-08,Nutrain Vanilla,Mumbai,Google,18,3240,550.6127777777779
2024-01-08,Nutrain Vanilla,Mumbai,Influencers,10,1800,478.3016666666667
2024-01-08,Nutrain Vanilla,Delhi,Instagram,17,3060,241.619
2024-01-08,Nutrain Vanilla,Delhi,Google,13,2340,550.6127777777779
2024-01-08,Nutrain Vanilla,Delhi,Influencers,8,1440,478.3016666666667
2024-01-08,Nutrain Vanilla,Chennai,Instagram,12,2160,241.619
2024-01-08,Nutrain Vanilla,Chennai,Google,11,1980,550.6127777777779
2024-01-08,Nutrain Vanilla,Chennai,Influencers,3,540,478.3016666666667
2024-01-08,Nutrain Choco Coffee,Bangalore,Instagram,6,1140,241.619
2024-01-08,Nutrain Choco Coffee,Bangalore,Google,13,2470,550.6127777777779
2024-01-08,Nutrain Choco Coffee,Bangalore,Influencers,7,1330,478.3016666666667
2024-01-08,Nutrain Choco Coffee,Mumbai,Instagram,12,2280,241.619
2024-01-08,Nutrain Choco Coffee,Mumbai,Google,10,1900,550.6127777777779
2024-01-08,Nutrain Choco Coffee,Mumbai,Influencers,6,1140,478.3016666666667
2024-01-08,Nutrain Choco Coffee,Delhi,Instagram,3,570,241.619
2024-01-08,Nutrain Choco Coffee,Delhi,Google,7,1330,550.6127777777779
2024-01-08,Nutrain Choco Coffee,Delhi,Influencers,5,950,478.3016666666667
2024-01-08,Nutrain Choco Coffee,Chennai,Instagram,7,1330,241.619
2024-01-08,Nutrain Choco Coffee,Chennai,Google,12,2280,550.6127777777779
2024-01-08,Nutrain Choco Coffee,Chennai,Influencers,4,760,478.3016666666667
2024-01-08,Nutrain Banana Oats,Bangalore,Instagram,10,1700,241.619
2024-01-08,Nutrain Banana Oats,Bangalore,Google,7,1190,550.6127777777779
2024-01-08,Nutrain Banana Oats,Bangalore,Influencers,5,850,478.3016666666667
2024-01-08,Nutrain Banana Oats,Mumbai,Instagram,6,1020,241.619
2024-01-08,Nutrain Banana Oats,Mumbai,Google,4,680,550.6127777777779
2024-01-08,Nutrain Banana Oats,Mumbai,Influencers,5,850,478.3016666666667
2024-01-08,Nutrain Banana Oats,Delhi,Instagram,6,1020,241.619
2024-01-08,Nutrain Banana Oats,Delhi,Google,5,850,550.6127777777779
2024-01-08,Nutrain Banana Oats,Delhi,Influencers,4,680,478.3016666666667
2024-01-08,Nutrain Banana Oats,Chennai,Instagram,7,1190,241.619
2024-01-08,Nutrain Banana Oats,Chennai,Google,3,510,550.6127777777779
2024-01-08,Nutrain Banana Oats,Chennai,Influencers,3,510,478.3016666666667
2024-01-09,Nutrain Vanilla,Bangalore,Instagram,9,1620,274.85083333333336
2024-01-09,Nutrain Vanilla,Bangalore,Google,11,1980,346.9414285714286
2024-01-09,Nutrain Vanilla,Bangalore,Influencers,4,720,1110.9466666666667
2024-01-09,Nutrain Vanilla,Mumbai,Instagram,9,1620,274.85083333333336
2024-01-09,Nutrain Vanilla,Mumbai,Google,11,1980,346.9414285714286
2024-01-09,Nutrain Vanilla,Mumbai,Influencers,5,900,1110.9466666666667
2024-01-09,Nutrain Vanilla,Delhi,Instagram,6,1080,274.85083333333336
2024-01-09,Nutrain Vanilla,Delhi,Google,2,360,346.9414285714286
2024-01-09,Nutrain Vanilla,Delhi,Influencers,8,1440,1110.9466666666667
2024-01-09,Nutrain Vanilla,Chennai,Instagram,5,900,274.85083333333336
2024-01-09,Nutrain Vanilla,Chennai,Google,7,1260,346.9414285714286
2024-01-09,Nutrain Vanilla,Chennai,Influencers,3,540,1110.9466666666667
2024-01-09,Nutrain Choco Coffee,Bangalore,Instagram,13,2470,274.85083333333336
2024-01-09,Nutrain Choco Coffee,Bangalore,Google,9,1710,346.9414285714286
2024-01-09,Nutrain Choco Coffee,Bangalore,Influencers,4,760,1110.9466666666667
2024-01-09,Nutrain Choco Coffee,Mumbai,Instagram,11,2090,274.85083333333336
2024-01-09,Nutrain Choco Coffee,Mumbai,Google,10,1900,346.9414285714286
2024-01-09,Nutrain Choco Coffee,Mumbai,Influencers,10,1900,1110.9466666666667
2024-01-09,Nutrain Choco Coffee,Delhi,Instagram,6,1140,274.85083333333336
2024-01-09,Nutrain Choco Coffee,Delhi,Google,6,1140,346.9414285714286
2024-01-09,Nutrain Choco Coffee,Delhi,Influencers,4,760,1110.9466666666667
2024-01-09,Nutrain Choco Coffee,Chennai,Instagram,6,1140,274.85083333333336
2024-01-09,Nutrain Choco Coffee,Chennai,Google,10,1900,346.9414285714286
2024-01-09,Nutrain Choco Coffee,Chennai,Influencers,9,1710,1110.9466666666667
2024-01-09,Nutrain Banana Oats,Bangalore,Instagram,6,1020,274.85083333333336
2024-01-09,Nutrain Banana Oats,Bangalore,Google,4,680,346.9414285714286
2024-01-09,Nutrain Banana Oats,Bangalore,Influencers,5,850,1110.9466666666667
2024-01-09,Nutrain Banana Oats,Mumbai,Instagram,9,1530,274.85083333333336
2024-01-09,Nutrain Banana Oats,Mumbai,Google,6,1020,346.9414285714286
2024-01-09,Nutrain Banana Oats,Mumbai,Influencers,3,510,1110.9466666666667
2024-01-09,Nutrain Banana Oats,Delhi,Instagram,8,1360,274.85083333333336
2024-01-09,Nutrain Banana Oats,Delhi,Google,5,850,346.9414285714286
2024-01-09,Nutrain Banana Oats,Delhi,Influencers,3,510,1110.9466666666667
2024-01-09,Nutrain Banana Oats,Chennai,Instagram,3,510,274.85083333333336
2024-01-09,Nutrain Banana Oats,Chennai,Google,4,680,346.9414285714286
2024-01-09,Nutrain Banana Oats,Chennai,Influencers,3,510,1110.9466666666667
2024-01-10,Nutrain Vanilla,Bangalore,Instagram,16,2880,371.21818181818185
2024-01-10,Nutrain Vanilla,Bangalore,Google,15,2700,269.9641935483871
2024-01-10,Nutrain Vanilla,Bangalore,Influencers,5,900,340.50076923076927
2024-01-10,Nutrain Vanilla,Mumbai,Instagram,9,1620,371.21818181818185
2024-01-10,Nutrain Vanilla,Mumbai,Google,15,2700,269.9641935483871
2024-01-10,Nutrain Vanilla,Mumbai,Influencers,7,1260,340.50076923076927
2024-01-10,Nutrain Vanilla,Delhi,Instagram,11,1980,371.21818181818185
2024-01-10,Nutrain Vanilla,Delhi,Google,8,1440,269.9641935483871
2024-01-10,Nutrain Vanilla,Delhi,Influencers,4,720,340.50076923076927
2024-01-10,Nutrain Vanilla,Chennai,Instagram,14,2520,371.21818181818185
2024-01-10,Nutrain Vanilla,Chennai,Google,7,1260,269.9641935483871
2024-01-10,Nutrain Vanilla,Chennai,Influencers,5,900,340.50076923076927
2024-01-10,Nutrain Choco Coffee,Bangalore,Instagram,10,1900,371.21818181818185
2024-01-10,Nutrain Choco Coffee,Bangalore,Google,13,2470,269.9641935483871
2024-01-10,Nutrain Choco Coffee,Bangalore,Influencers,5,950,340.50076923076927
2024-01-10,Nutrain Choco Coffee,Mumbai,Instagram,12,2280,371.21818181818185
2024-01-10,Nutrain Choco Coffee,Mumbai,Google,12,2280,269.9641935483871
2024-01-10,Nutrain Choco Coffee,Mumbai,Influencers,6,1140,340.50076923076927
